UID,VIP Level,Date Drawn,Trading Pairs,Coin,Commission Status,Source Type,Source,TakerVolume,MakerVolume,Interest,Fee Profit,Commissions
75942108,VIP 3,2024-03-01,CHZUSDT,USDT,Settled,Client,WEB,117543.37246,0,0,35.34521017,15.90534421
75942108,VIP 3,2024-03-01,GRTUSDT,USDT,Settled,Client,WEB,0,142118.385,0,19.89657428,8.95345796
65511970,Non-VIP,2024-03-01,APEUSDT,USDT,Settled,Client,API,10010.2567,0,0,4.99017362,2.02102022
75942108,VIP 3,2024-03-01,INJUSDT,USDT,Settled,Client,WEB,119416.8521,47540.12,0,42.52556121,19.13650146
65511970,Non-VIP,2024-03-01,ARKMUSDT,USDT,Settled,Client,API,10041.6075,1227.3522,0,5.28011976,2.1384483
65511970,Non-VIP,2024-03-01,AGIXUSDT,USDT,Settled,Client,API,10012.8518,11054.00925,0,7.22506365,2.92615049
75942108,VIP 3,2024-03-01,WOOUSDT,USDT,Settled,Client,WEB,0,166603.557,0,23.32449847,10.49602378
75942108,VIP 3,2024-03-01,ETHUSDT,USDT,Settled,Client,API,479.9184,34.1378,0,0.15216137,0.06162534
75942108,VIP 3,2024-03-01,BTCUSDT,USDT,Settled,Client,API,622.3803,249.3668,0,0.22162545,0.0897583
65511970,Non-VIP,2024-03-01,ETHUSDT,USDT,Settled,Client,API,1097.0538,68.2756,0,0.56218202,0.2276837
65511970,Non-VIP,2024-03-01,BTCUSDT,USDT,Settled,Client,API,933.4714,249.3668,0,0.51660906,0.2092266
75917494,VIP 2,2024-03-01,BTCUSDT,USDT,Settled,Client,API,746.8168,249.3668,0,0.28261417,0.11445872
75917494,VIP 2,2024-03-01,ETHUSDT,USDT,Settled,Client,API,548.5456,34.1378,0,0.18373938,0.07441443
142228277,VIP 3,2024-03-01,ETHUSDT,USDT,Settled,Client,API,9526.1637,955.8584,0,2.99166929,1.21162603
142228277,VIP 3,2024-03-01,BTCUSDT,USDT,Settled,Client,API,9392.3646,44041.5429,0,8.12128238,3.28911935
65511970,Non-VIP,2024-03-01,AVAXUSDT,USDT,Settled,Client,API,0,4514.4,0,0.90288,0.406296
65511970,Non-VIP,2024-03-01,BNBUSDT,USDT,Settled,Client,API,0,3470.854,0,0.6941708,0.28113904
75942108,VIP 3,2024-03-01,AGIXUSDT,USDT,Settled,Client,WEB,42982.337,0,0,13.11283703,5.9007758
65511970,Non-VIP,2024-03-01,WIFUSDT,USDT,Settled,Client,API,10886.3382,0,0,5.46498802,2.45924448
65511970,Non-VIP,2024-03-01,BTCUSDT,USDT,Settled,Client,API,0,2760.4239,0,0.55208478,0.2235942
65511970,Non-VIP,2024-03-01,1000PEPEUSDT,USDT,Settled,Client,API,28928.17359,17839.71707,0,17.7905478,7.82000724
65511970,Non-VIP,2024-03-01,MATICUSDT,USDT,Settled,Client,API,0,6771.891,0,1.3543782,0.54852292
65511970,Non-VIP,2024-03-01,DOTUSDT,USDT,Settled,Client,API,0,6621.8149,0,1.32436298,0.53636662
65511970,Non-VIP,2024-03-01,ETHUSDT,USDT,Settled,Client,API,0,12169.5453,0,2.43390906,0.98573294
65511970,Non-VIP,2024-03-01,LINKUSDT,USDT,Settled,Client,API,0,1612.3535,0,0.3224707,0.13060051
65511970,Non-VIP,2024-03-01,LINKUSDT,USDT,Settled,Client,API,0,6708.2001,0,1.34164002,0.54336403
65511970,Non-VIP,2024-03-01,MATICUSDT,USDT,Settled,Client,API,0,422.4506,0,0.08449012,0.03421832
65511970,Non-VIP,2024-03-01,BTCUSDT,USDT,Settled,Client,API,0,25141.3885,0,5.0282777,2.03645228
65511970,Non-VIP,2024-02-29,MATICUSDT,USDT,Settled,Client,API,0,479.5712,0,0.09591424,0.03884521
75942108,VIP 3,2024-02-29,BEAMUSDT,USDT,Settled,Client,WEB,110618.2826,0,0,33.44049865,15.04822389
75942108,VIP 3,2024-02-29,BATUSDT,USDT,Settled,Client,WEB,209038.38711,0,0,67.16035698,30.22215893
75942108,VIP 3,2024-02-29,SUSHIUSDT,USDT,Settled,Client,WEB,178467.6698,0,0,54.68608015,24.60873467
65511970,Non-VIP,2024-02-29,ARUSDT,USDT,Settled,Client,API,3781.341,0,0,2.0252658,0.91136959
65511970,Non-VIP,2024-02-29,BTCUSDT,USDT,Settled,Client,API,0,32037.8376,0,6.40756752,2.59506463
65511970,Non-VIP,2024-02-29,BTCUSDT,USDT,Settled,Client,API,0,5202.3737,0,1.04047474,0.42139214
65511970,Non-VIP,2024-02-29,SOLUSDT,USDT,Settled,Client,API,0,25.904,0,0.0051808,0.00209822
65511970,Non-VIP,2024-02-29,DOTUSDT,USDT,Settled,Client,API,0,4040.9671,0,0.80819342,0.32731821
65511970,Non-VIP,2024-02-29,MATICUSDT,USDT,Settled,Client,API,0,4983.8651,0,0.99677302,0.40369289
65511970,Non-VIP,2024-02-29,BNBUSDT,USDT,Settled,Client,API,0,10296.584,0,2.0593168,0.83402316
65511970,Non-VIP,2024-02-29,ETHUSDT,USDT,Settled,Client,API,0,29819.3745,0,5.9638749,2.41536914
65511970,Non-VIP,2024-02-29,ETHUSDT,USDT,Settled,Client,API,376.4989,840.5574,0,0.35636094,0.14432614
75917494,VIP 2,2024-02-29,ETHUSDT,USDT,Settled,Client,API,307.7125,538.9421,0,0.18623737,0.0754261
142228277,VIP 3,2024-02-29,ETHUSDT,USDT,Settled,Client,API,9638.2576,12753.6733,0,4.67699161,1.89418154
65511970,Non-VIP,2024-02-29,WIFUSDT,USDT,Settled,Client,API,51303.3782,0,0,26.51756936,11.9329055
75942108,VIP 3,2024-02-29,ETHUSDT,USDT,Settled,Client,API,307.7125,538.9421,0,0.16950323,0.06864878
75942108,VIP 3,2024-02-29,ARBUSDT,USDT,Settled,Client,API,1809.07518,1460.58814,0,0.75403374,0.30538365
142228277,VIP 3,2024-02-29,AVAXUSDT,USDT,Settled,Client,API,17081.0595,16889.267,0,7.56122548,3.06229621
75917494,VIP 2,2024-02-29,ARBUSDT,USDT,Settled,Client,API,1778.8597,1436.46262,0,0.80796346,0.32722517
142228277,VIP 3,2024-02-29,ARBUSDT,USDT,Settled,Client,API,78039.48231,63022.58279,0,32.39494435,13.11995218
75942108,VIP 3,2024-02-29,AVAXUSDT,USDT,Settled,Client,API,298.419,287.766,0,0.12981294,0.05257417
65511970,Non-VIP,2024-02-29,ARBUSDT,USDT,Settled,Client,API,8199.9973,6618.18326,0,5.43324061,2.20046236
75917494,VIP 2,2024-02-29,AVAXUSDT,USDT,Settled,Client,API,469.551,457.5715,0,0.22581552,0.09145521
65511970,Non-VIP,2024-02-29,AVAXUSDT,USDT,Settled,Client,API,1075.0965,1057.444,0,0.74903705,0.30335991
65511970,Non-VIP,2024-02-29,SOLUSDT,USDT,Settled,Client,API,125.8355,0,0,0.06291775,0.02548167
75942108,VIP 3,2024-02-29,SOLUSDT,USDT,Settled,Client,API,25.1653,0,0,0.00754959,0.00305758
142228277,VIP 3,2024-02-29,SOLUSDT,USDT,Settled,Client,API,1182.7691,0,0,0.35483073,0.14370644
75917494,VIP 2,2024-02-29,SOLUSDT,USDT,Settled,Client,API,25.1646,0,0,0.0081785,0.00331229
65511970,Non-VIP,2024-02-29,BTCUSDT,USDT,Settled,Client,API,33011.2893,0,0,18.15620912,8.1702941
75917494,VIP 2,2024-02-29,LINKUSDT,USDT,Settled,Client,API,28.4177,23.963,0,0.01164901,0.00471782
65511970,Non-VIP,2024-02-29,LINKUSDT,USDT,Settled,Client,API,107.6436,101.6911,0,0.06887812,0.0278956
75942108,VIP 3,2024-02-29,LINKUSDT,USDT,Settled,Client,API,30.4495,25.9539,0,0.01419062,0.00574716
142228277,VIP 3,2024-02-29,LINKUSDT,USDT,Settled,Client,API,1094.8003,1031.0486,0,0.41915005,0.16975568
75917494,VIP 2,2024-02-29,BTCUSDT,USDT,Settled,Client,API,3184.8592,798.9965,0,1.05652053,0.42789075
65511970,Non-VIP,2024-02-29,BTCUSDT,USDT,Settled,Client,API,9563.2229,1410.4929,0,4.96046112,2.00898666
142228277,VIP 3,2024-02-29,BTCUSDT,USDT,Settled,Client,API,79909.7194,16385.1365,0,26.31975566,10.65950098
75942108,VIP 3,2024-02-29,BTCUSDT,USDT,Settled,Client,API,4185.8924,858.3677,0,1.3821532,0.55977198
65511970,Non-VIP,2024-02-29,LINKUSDT,USDT,Settled,Client,API,0,6862.19,0,1.372438,0.55583717
65511970,Non-VIP,2024-02-29,LINKUSDT,USDT,Settled,Client,API,0,28512.7204,0,5.70254408,2.3095301
65511970,Non-VIP,2024-02-29,ROSEUSDT,USDT,Settled,Client,API,0,1507.21796,0,0.30144361,0.12208466
65511970,Non-VIP,2024-02-29,AVAXUSDT,USDT,Settled,Client,API,4514.4,6040.1,0,3.69094,1.6065621
65511970,Non-VIP,2024-02-29,SOLUSDT,USDT,Settled,Client,API,0,6031.924,0,1.2063848,0.48858583
75942108,VIP 3,2024-02-29,AGIXUSDT,USDT,Settled,Client,WEB,18081.64965,0,0,5.42698143,2.44214138
65511970,Non-VIP,2024-02-29,AGIXUSDT,USDT,Settled,Client,API,29133.5851,0,0,14.89539322,6.03263387
65511970,Non-VIP,2024-02-29,1000PEPEUSDT,USDT,Settled,Client,API,11904.87482,0,0,5.95965378,2.4136597
65511970,Non-VIP,2024-02-29,DOTUSDT,USDT,Settled,Client,API,0,753.2834,0,0.15065668,0.06101588
65511970,Non-VIP,2024-02-28,LINKUSDT,USDT,Settled,Client,API,0,4230.756,0,0.8461512,0.34269123
75942108,VIP 3,2024-02-28,MNTUSDT,USDT,Settled,Client,WEB,72594.34,0,0,23.36336786,10.51351504
75942108,VIP 3,2024-02-28,MATICUSDT,USDT,Settled,Client,WEB,425701.5163,0,0,128.25701641,57.71565574
75942108,VIP 3,2024-02-28,COMPUSDT,USDT,Settled,Client,WEB,0,77661.78,0,10.87264933,4.89269189
65511970,Non-VIP,2024-02-28,LINKUSDT,USDT,Settled,Client,,4132.636,0,0,2.2729498,1.02282741
65511970,Non-VIP,2024-02-28,MATICUSDT,USDT,Settled,Client,API,0,1312.8927,0,0.26257854,0.10634421
65511970,Non-VIP,2024-02-28,LINKUSDT,USDT,Settled,Client,API,0,2530.665,0,0.506133,0.20498385
65511970,Non-VIP,2024-02-28,LINKUSDT,USDT,Settled,Client,API,0,7928.6249,0,1.58572498,0.64221854
75917494,VIP 2,2024-02-28,LINKUSDT,USDT,Settled,Client,API,12.1279,8.0168,0,0.00522428,0.00211581
65511970,Non-VIP,2024-02-28,BNBUSDT,USDT,Settled,Client,API,0,4.142,0,0.0008284,0.0003355
75942108,VIP 3,2024-02-28,TRXUSDT,USDT,Settled,Client,WEB,468016.67631,55028.94897,0,153.6200904,69.1290384
75942108,VIP 3,2024-02-28,AGIXUSDT,USDT,Settled,Client,WEB,204408.11875,61081.5854,0,70.24233553,31.60904889
65511970,Non-VIP,2024-02-28,LINKUSDT,USDT,Settled,Client,API,2153.7858,2147.725,0,1.42694262,0.57791167
75942108,VIP 3,2024-02-28,LINKUSDT,USDT,Settled,Client,API,490.2047,484.7129,0,0.21482043,0.0870022
142228277,VIP 3,2024-02-28,LINKUSDT,USDT,Settled,Client,API,20054.7039,19996.8007,0,9.18763321,3.72099129
75942108,VIP 3,2024-02-28,WOOUSDT,USDT,Settled,Client,WEB,241537.98312,228277.5024,0,105.14607853,47.31573217
65511970,Non-VIP,2024-02-28,SOLUSDT,USDT,Settled,Client,API,0,3600.5789,0,0.72011578,0.29164671
75942108,VIP 3,2024-02-28,BATUSDT,USDT,Settled,Client,WEB,1215.55686,208895.44114,0,29.60642399,13.32289026
65511970,Non-VIP,2024-02-28,BTCUSDT,USDT,Settled,Client,API,0,178.0964,0,0.03561928,0.0144258
142228277,VIP 3,2024-02-28,UNIUSDT,USDT,Settled,Client,API,1637.8034,0,0,0.49134102,0.19899309
75942108,VIP 3,2024-02-28,SOLUSDT,USDT,Settled,Client,API,3947.0448,3644.9729,0,1.69612765,0.68693144
75942108,VIP 3,2024-02-28,BTCUSDT,USDT,Settled,Client,API,474.6893,3610.0696,0,0.64488091,0.26117664
65511970,Non-VIP,2024-02-28,BTCUSDT,USDT,Settled,Client,API,1529.3615,8558.784,0,2.48819219,1.00771765
142228277,VIP 3,2024-02-28,BTCUSDT,USDT,Settled,Client,API,9869.3852,69536.1594,0,12.6547818,5.12518648
75917494,VIP 2,2024-02-28,BTCUSDT,USDT,Settled,Client,API,415.9024,2887.5474,0,0.60902589,0.24665537
65511970,Non-VIP,2024-02-28,SOLUSDT,USDT,Settled,Client,API,17824.0958,16438.4859,0,12.21353113,4.94647982
75942108,VIP 3,2024-02-28,UNIUSDT,USDT,Settled,Client,API,425.8293,0,0,0.12774879,0.05173825
65511970,Non-VIP,2024-02-28,UNIUSDT,USDT,Settled,Client,API,55.035,0,0,0.0275175,0.01114458
75917494,VIP 2,2024-02-28,SOLUSDT,USDT,Settled,Client,API,2917.9468,1775.0758,0,1.23373178,0.49966101
65511970,Non-VIP,2024-02-28,ARBUSDT,USDT,Settled,Client,API,7688.28419,0,0,3.81916916,1.54676346
75917494,VIP 2,2024-02-28,UNIUSDT,USDT,Settled,Client,API,392.9856,0,0,0.12772032,0.05172673
142228277,VIP 3,2024-02-28,DYDXUSDT,USDT,Settled,Client,API,21597.8177,21363.9755,0,9.68054065,3.9206187
75917494,VIP 2,2024-02-28,DYDXUSDT,USDT,Settled,Client,API,508.998,499.2067,0,0.24535018,0.09936667
65511970,Non-VIP,2024-02-28,DYDXUSDT,USDT,Settled,Client,API,2214.4201,2190.9504,0,1.52683263,0.61836705
75942108,VIP 3,2024-02-28,DYDXUSDT,USDT,Settled,Client,API,517.1456,510.2095,0,0.22657318,0.09176197
65511970,Non-VIP,2024-02-28,ETHUSDT,USDT,Settled,Client,API,21328.5867,11008.9646,0,12.83720804,5.1990691
75942108,VIP 3,2024-02-28,ETHUSDT,USDT,Settled,Client,API,5231.1438,2677.4015,0,2.0010335,0.81041841
75917494,VIP 2,2024-02-28,ETHUSDT,USDT,Settled,Client,API,23993.1721,3078.2046,0,8.22369685,3.33059672
65511970,Non-VIP,2024-02-28,JTOUSDT,USDT,Settled,Client,API,0,9995.841,0,1.9991682,0.8096631
75942108,VIP 3,2024-02-28,ARBUSDT,USDT,Settled,Client,API,2095.65125,331.64399,0,0.60059258,0.24323997
65511970,Non-VIP,2024-02-28,BTCUSDT,USDT,Settled,Client,API,0,20005.3449,0,4.00106898,1.62043288
142228277,VIP 3,2024-02-28,ARBUSDT,USDT,Settled,Client,API,28983.49988,2285.78956,0,8.973667,3.63433499
75917494,VIP 2,2024-02-28,ARBUSDT,USDT,Settled,Client,API,2065.21836,326.94708,0,0.72350751,0.2930205
65511970,Non-VIP,2024-02-28,SKLUSDT,USDT,Settled,Client,API,11530.47285,0,0,5.77784212,2.34002595
65511970,Non-VIP,2024-02-28,WIFUSDT,USDT,Settled,Client,API,10015.2653,31252.7551,0,11.33205183,4.58948061
142228277,VIP 3,2024-02-28,ETHUSDT,USDT,Settled,Client,API,186242.1203,99961.4733,0,69.56050069,28.17200252
65511970,Non-VIP,2024-02-28,SOLUSDT,USDT,Settled,Client,API,0,16321.8007,0,3.26436014,1.32206529
142228277,VIP 3,2024-02-28,SOLUSDT,USDT,Settled,Client,API,143705.9834,134226.3209,0,62.24323015,25.20850762
65511970,Non-VIP,2024-02-28,ONDOUSDT,USDT,Settled,Client,API,0,9989.5992,0,1.99791984,0.80915753
75942108,VIP 3,2024-02-28,BEAMUSDT,USDT,Settled,Client,WEB,33190.2279,89644.645,0,22.55142514,10.14814064
65511970,Non-VIP,2024-02-28,DOTUSDT,USDT,Settled,Client,API,0,633.8823,0,0.12677646,0.05134438
75942108,VIP 3,2024-02-27,TRXUSDT,USDT,Settled,Client,WEB,0,13760.83941,0,1.92651752,0.86693288
65511970,Non-VIP,2024-02-27,INJUSDT,USDT,Settled,Client,API,0,1334.33265,0,0.26686653,0.10808094
75942108,VIP 3,2024-02-27,AGIXUSDT,USDT,Settled,Client,WEB,592.42035,169119.5668,0,23.85446601,10.73450908
65511970,Non-VIP,2024-02-27,SKLUSDT,USDT,Settled,Client,API,11832.82568,0,0,5.94393407,2.40729304
65511970,Non-VIP,2024-02-27,JTOUSDT,USDT,Settled,Client,API,0,9995.841,0,1.9991682,0.80966312
65511970,Non-VIP,2024-02-27,BTCUSDT,USDT,Settled,Client,API,2347.25,0,0,1.2909875,0.52284993
65511970,Non-VIP,2024-02-27,WIFUSDT,USDT,Settled,Client,API,63407.7706,1646.383,0,32.28185526,13.29250773
75942108,VIP 3,2024-02-27,COMPUSDT,USDT,Settled,Client,WEB,29083.8269,0,0,8.73841475,3.93228638
65511970,Non-VIP,2024-02-27,UNIUSDT,USDT,Settled,Client,API,1373.9391,1238.5242,0,0.93467439,0.37854309
142228277,VIP 3,2024-02-27,UNIUSDT,USDT,Settled,Client,API,15678.936,26896.2795,0,8.46775141,3.42943907
75917494,VIP 2,2024-02-27,UNIUSDT,USDT,Settled,Client,API,338.344,649.2607,0,0.21384361,0.08660654
75942108,VIP 3,2024-02-27,UNIUSDT,USDT,Settled,Client,API,327.5112,668.6327,0,0.19045309,0.07713341
75942108,VIP 3,2024-02-27,MATICUSDT,USDT,Settled,Client,WEB,174372.8603,278441.6504,0,90.67683057,40.8045733
75917494,VIP 2,2024-02-27,DOTUSDT,USDT,Settled,Client,MOBILE,15786.0363,0,0,5.06875935,2.28094157
75917494,VIP 2,2024-02-27,ETHUSDT,USDT,Settled,Client,API,292.3363,226.389,0,0.12959649,0.05248656
142228277,VIP 3,2024-02-27,ETHUSDT,USDT,Settled,Client,API,2467.3801,3238.3301,0,1.1935803,0.48339997
75942108,VIP 3,2024-02-27,ETHUSDT,USDT,Settled,Client,API,357.6629,226.4024,0,0.13899525,0.05629306
65511970,Non-VIP,2024-02-27,ETHUSDT,USDT,Settled,Client,API,292.3294,226.3887,0,0.19144244,0.07753415
75942108,VIP 3,2024-02-27,SOLUSDT,USDT,Settled,Client,API,351.7086,32.0501,0,0.09295193,0.03764552
75917494,VIP 2,2024-02-27,BTCUSDT,USDT,Settled,Client,API,509.9028,226.1594,0,0.20190395,0.08177106
75917494,VIP 2,2024-02-27,SOLUSDT,USDT,Settled,Client,API,428.7969,32.0501,0,0.14448703,0.05851723
65511970,Non-VIP,2024-02-27,SOLUSDT,USDT,Settled,Client,API,1285.9085,181.5814,0,0.67927053,0.27510455
75942108,VIP 3,2024-02-27,BTCUSDT,USDT,Settled,Client,API,509.9037,226.1603,0,0.18743949,0.07591296
142228277,VIP 3,2024-02-27,BTCUSDT,USDT,Settled,Client,API,33421.9188,14409.3232,0,12.18137074,4.93345511
65511970,Non-VIP,2024-02-27,BTCUSDT,USDT,Settled,Client,API,3339.8754,1130.8845,0,1.8934797,0.76685919
142228277,VIP 3,2024-02-27,SOLUSDT,USDT,Settled,Client,API,19393.9029,4374.7334,0,6.42431698,2.60184827
65511970,Non-VIP,2024-02-27,MANTAUSDT,USDT,Settled,Client,API,22731.26818,0,0,11.57565191,4.68813872
65511970,Non-VIP,2024-02-27,BTCUSDT,USDT,Settled,Client,API,21475.7498,9538.8255,0,12.64564,5.12148415
75917494,VIP 2,2024-02-27,BTCUSDT,USDT,Settled,Client,MOBILE,282128.2118,0,0,94.23085136,42.40388284
65511970,Non-VIP,2024-02-27,DOTUSDT,USDT,Settled,Client,API,0,331.2845,0,0.0662569,0.02683403
65511970,Non-VIP,2024-02-27,ARUSDT,USDT,Settled,Client,API,8881.9943,6685.354,0,5.80107428,2.34943483
65511970,Non-VIP,2024-02-27,AGIXUSDT,USDT,Settled,Client,API,9801.53455,10009.186,0,6.91135155,2.79909721
65511970,Non-VIP,2024-02-27,UNIUSDT,USDT,Settled,Client,API,265.839,19725.7375,0,4.078067,1.65161706
65511970,Non-VIP,2024-02-27,1000BONKUSDT,USDT,Settled,Client,API,0,10720.6603,0,2.14413206,0.86837341
65511970,Non-VIP,2024-02-27,SOLUSDT,USDT,Settled,Client,API,0,5515.5853,0,1.10311706,0.44676219
65511970,Non-VIP,2024-02-27,SOLUSDT,USDT,Settled,Client,API,0,1205.1358,0,0.24102716,0.0976159
75942108,VIP 3,2024-02-27,ARBUSDT,USDT,Settled,Client,API,1669.45949,2590.53822,0,0.88828329,0.35975464
75917494,VIP 2,2024-02-27,ARBUSDT,USDT,Settled,Client,API,1498.16875,2408.0487,0,0.87238634,0.35331639
142228277,VIP 3,2024-02-27,ARBUSDT,USDT,Settled,Client,API,59676.0819,37837.597,0,24.16694174,9.78761105
65511970,Non-VIP,2024-02-27,ARBUSDT,USDT,Settled,Client,API,6284.51577,10682.11424,0,5.27868079,2.13786563
75942108,VIP 3,2024-02-26,SOLUSDT,USDT,Settled,Client,API,98.804,391.2514,0,0.08333116,0.03374906
65511970,Non-VIP,2024-02-26,DYMUSDT,USDT,Settled,Client,,14109.0071,0,0,7.06457299,3.17905766
65511970,Non-VIP,2024-02-26,ARBUSDT,USDT,Settled,Client,API,479.68128,0,0,0.23984065,0.09713546
75917494,VIP 2,2024-02-26,ARBUSDT,USDT,Settled,Client,API,160.65412,0,0,0.05221259,0.0211461
75942108,VIP 3,2024-02-26,ARBUSDT,USDT,Settled,Client,API,163.13535,0,0,0.04894061,0.01982094
142228277,VIP 3,2024-02-26,ARBUSDT,USDT,Settled,Client,API,6359.10733,0,0,1.90773219,0.77263149
65511970,Non-VIP,2024-02-26,1000BONKUSDT,USDT,Settled,Client,API,0,10007.5489,0,2.00150978,0.81061145
75917494,VIP 2,2024-02-26,SOLUSDT,USDT,Settled,Client,API,187.0054,532.4217,0,0.14651508,0.05933851
75942108,VIP 3,2024-02-26,TRXUSDT,USDT,Settled,Client,WEB,2787.16836,389936.94006,0,55.42862448,24.94287976
65511970,Non-VIP,2024-02-26,SOLUSDT,USDT,Settled,Client,API,164.889,1293.655,0,0.34063999,0.13795907
142228277,VIP 3,2024-02-26,SOLUSDT,USDT,Settled,Client,API,2779.5264,18940.8236,0,3.47379136,1.4068854
75917494,VIP 2,2024-02-26,SEIUSDT,USDT,Settled,Client,API,550.59092,520.16621,0,0.2622127,0.10619539
142228277,VIP 3,2024-02-26,SEIUSDT,USDT,Settled,Client,API,132.26294,180.0163,0,0.06488128,0.02627683
65511970,Non-VIP,2024-02-26,SEIUSDT,USDT,Settled,Client,API,14.40256,31.05426,0,0.01349522,0.00546547
75942108,VIP 3,2024-02-26,SEIUSDT,USDT,Settled,Client,API,12.70046,26.09924,0,0.00746417,0.00302293
75942108,VIP 3,2024-02-26,BTCUSDT,USDT,Settled,Client,API,639.3809,107.8083,0,0.19879964,0.08051382
65511970,Non-VIP,2024-02-26,BTCUSDT,USDT,Settled,Client,API,2614.8025,431.2484,0,1.3585697,0.55022068
75917494,VIP 2,2024-02-26,BTCUSDT,USDT,Settled,Client,API,2763.5311,107.8095,0,0.9204386,0.37277751
65511970,Non-VIP,2024-02-26,BTCUSDT,USDT,Settled,Client,API,0,2116.9942,0,0.42339884,0.17147648
75917494,VIP 2,2024-02-26,MATICUSDT,USDT,Settled,Client,API,481.914,0,0,0.15662205,0.06343193
65511970,Non-VIP,2024-02-26,MATICUSDT,USDT,Settled,Client,API,1253.2921,0,0,0.62664605,0.25379164
75942108,VIP 3,2024-02-26,MATICUSDT,USDT,Settled,Client,API,488.031,0,0,0.1464093,0.05929576
142228277,VIP 3,2024-02-26,ETHUSDT,USDT,Settled,Client,API,0,94316.899,0,13.2043659,5.34776809
142228277,VIP 3,2024-02-26,BTCUSDT,USDT,Settled,Client,API,45704.6221,103542.9673,0,27.79309565,11.25620357
65511970,Non-VIP,2024-02-26,DOTUSDT,USDT,Settled,Client,API,0,968.176,0,0.1936352,0.07842216
75942108,VIP 3,2024-02-26,COMPUSDT,USDT,Settled,Client,WEB,42339.8965,114014.2308,0,28.70943661,12.91924579
65511970,Non-VIP,2024-02-26,BTCUSDT,USDT,Settled,Client,API,0,1229.8507,0,0.24597014,0.09961787
65511970,Non-VIP,2024-02-26,SOLUSDT,USDT,Settled,Client,API,0,2709.1417,0,0.54182834,0.21944042
65511970,Non-VIP,2024-02-26,ONDOUSDT,USDT,Settled,Client,API,0,1192.4759,0,0.23849518,0.09659055
65511970,Non-VIP,2024-02-26,WOOUSDT,USDT,Settled,Client,API,0,1194.9749,0,0.23899498,0.09679296
65511970,Non-VIP,2024-02-26,DYDXUSDT,USDT,Settled,Client,API,0,1192.3065,0,0.2384613,0.09657682
65511970,Non-VIP,2024-02-26,ACEUSDT,USDT,Settled,Client,API,0,1192.9084,0,0.23858168,0.09662557
65511970,Non-VIP,2024-02-26,SNXUSDT,USDT,Settled,Client,API,0,1191.2472,0,0.23824944,0.09649101
65511970,Non-VIP,2024-02-26,ARUSDT,USDT,Settled,Client,API,0,1192.854,0,0.2385708,0.09662117
65511970,Non-VIP,2024-02-26,MATICUSDT,USDT,Settled,Client,API,0,1439.4921,0,0.28789842,0.11659877
65511970,Non-VIP,2024-02-25,MATICUSDT,USDT,Settled,Client,API,0,1359.2029,0,0.27184058,0.11009537
142228277,VIP 3,2024-02-25,MATICUSDT,USDT,Settled,Client,API,9421.8566,9326.0233,0,4.13224953,1.6735609
75942108,VIP 3,2024-02-25,MNTUSDT,USDT,Settled,Client,WEB,26433.1921,46611.9,0,15.76175825,7.09279119
65511970,Non-VIP,2024-02-25,DYMUSDT,USDT,Settled,Client,API,4963.6549,9042.789,0,4.29038525,1.73760587
65511970,Non-VIP,2024-02-25,WIFUSDT,USDT,Settled,Client,API,0,799.042,0,0.1598084,0.0647224
75942108,VIP 3,2024-02-25,SUSHIUSDT,USDT,Settled,Client,WEB,1198.61752,188741.22869,0,26.78335823,12.05251016
75917494,VIP 2,2024-02-25,ETHUSDT,USDT,Settled,Client,API,306.139,0,0,0.09949518,0.04029555
75942108,VIP 3,2024-02-25,ETHUSDT,USDT,Settled,Client,API,306.139,0,0,0.0918417,0.03719588
65511970,Non-VIP,2024-02-25,ETHUSDT,USDT,Settled,Client,API,306.139,0,0,0.1530695,0.06199314
75917494,VIP 2,2024-02-25,BTCUSDT,USDT,Settled,Client,API,618.9108,205.4112,0,0.23401181,0.09477476
65511970,Non-VIP,2024-02-25,BTCUSDT,USDT,Settled,Client,API,1083.0939,410.9788,0,0.62374271,0.25261575
75942108,VIP 3,2024-02-25,BTCUSDT,USDT,Settled,Client,API,618.9108,205.4306,0,0.21443354,0.08684558
142228277,VIP 3,2024-02-25,BALUSDT,USDT,Settled,Client,API,17394.7338,17554.05564,0,7.84655041,3.17785268
65511970,Non-VIP,2024-02-25,BTCUSDT,USDT,Settled,Client,API,0,3412.5921,0,0.68251842,0.27641991
142228277,VIP 3,2024-02-25,BTCUSDT,USDT,Settled,Client,API,24494.1924,23999.9414,0,10.71083828,4.33788948
142228277,VIP 3,2024-02-25,ETHUSDT,USDT,Settled,Client,API,822.6362,332.5573,0,0.27210118,0.11020096
65511970,Non-VIP,2024-02-25,SOLUSDT,USDT,Settled,Client,API,485.2891,420.0218,0,0.32664891,0.13229274
75917494,VIP 2,2024-02-25,SOLUSDT,USDT,Settled,Client,API,258.11,194.9857,0,0.11508353,0.0466088
142228277,VIP 3,2024-02-25,SOLUSDT,USDT,Settled,Client,API,23609.5822,18849.1879,0,9.70263206,3.92956583
75942108,VIP 3,2024-02-25,SOLUSDT,USDT,Settled,Client,API,258.1325,194.9857,0,0.10473781,0.04241877
65511970,Non-VIP,2024-02-25,DOTUSDT,USDT,Settled,Client,API,0,147.6366,0,0.02952732,0.01195852
142228277,VIP 3,2024-02-24,ETHUSDT,USDT,Settled,Client,API,29.9856,23933.5376,0,3.35969099,1.36067481
65511970,Non-VIP,2024-02-24,DOTUSDT,USDT,Settled,Client,API,0,1340.7452,0,0.26814904,0.10860029
